,deltaG,fraction of absolute ddG below 0.2,fraction of absolute ddG below 0.4,fraction of absolute ddG below 0.6,fraction of absolute ddG below 0.8,fraction of absolute ddG below 1.0,fraction of ddG above -0.2,fraction of ddG above -0.4,fraction of ddG above -0.6,fraction of ddG above -0.8,fraction of ddG above 0,fraction of deltaG zero,higher-level coarse-grained structure,length of coarse-grained structure including exterior,length of higher-level coarse-grained structure,lower quartile ddG incl inf,median deltadeltaG,number of basepairs,structure
0,0.2735229745278995,0.3597131047896912,0.3929248723559446,0.41835643082907853,0.43965475322149283,0.45932409433503524,0.36559688791636274,0.3942377826404085,0.41842937028932653,0.43965475322149283,0.33554583029418916,0.08599999999999997,[],8,2,0.0,0.10000014305114746,6,...((((((...))))....))........
1,0.3082828224307359,0.2716273849607183,0.2948148148148148,0.31627384960718297,0.3406734006734007,0.36280583613916945,0.27636363636363637,0.2949943883277217,0.31627384960718297,0.3406734006734007,0.25638608305274974,0.010000000000000009,[][],10,4,0.10000002384185791,0.5999999046325684,7,((...(((....)))...))((......))
2,0.6971544757697398,0.21447606142728093,0.24835140018066848,0.27402890695573623,0.2972222222222222,0.31978319783197834,0.24948057813911473,0.2708220415537489,0.28886630532971996,0.306616982836495,0.2229223125564589,0.016000000000000014,[],12,2,0.49999988079071045,0.7000002861022949,8,.((((..((..((.....))..))..))))
3,0.49901234104677483,0.20770919067215363,0.24186556927297667,0.27152263374485597,0.29876543209876544,0.32430727023319617,0.22784636488340193,0.25218106995884776,0.27607681755829905,0.300877914951989,0.20277091906721537,0.18999999999999995,[],11,2,0.5,0.9000000953674316,7,(((.((......((...)).....))))).
4,0.22543103524066252,0.1896551724137931,0.21455938697318008,0.24140325670498083,0.27097701149425285,0.2991139846743295,0.19178639846743295,0.21475095785440612,0.24145114942528736,0.27100095785440614,0.16470306513409963,0.07199999999999995,[][],11,4,0.7000000476837158,1.0999999679625034,7,(((..((...)).....)))..((....))
5,0.3951882858250181,0.202185030218503,0.22638307763830776,0.24437470943747094,0.26269177126917714,0.2809158530915853,0.21645746164574617,0.23403068340306835,0.24916317991631798,0.26501627150162715,0.19244537424453742,0.04400000000000004,[],14,2,0.7000000476837158,1.0,8,..((((..((((.......)).)).)).))
6,0.487295081671022,0.25318761384335153,0.2894808743169399,0.32479508196721313,0.35229963570127504,0.3805327868852459,0.2844945355191257,0.3089936247723133,0.3354735883424408,0.35881147540983604,0.2588342440801457,0.02400000000000002,[],8,2,0.20000004768371582,0.7000000476837158,6,(((.......(((.......)))..)))..
7,0.35691057353060907,0.2646567299006323,0.2966350496838302,0.32908762420957544,0.35663956639566397,0.38407859078590784,0.2815040650406504,0.30519421860885276,0.3322719060523939,0.3577687443541102,0.25582655826558265,0.016000000000000014,[][],12,4,0.19999992847442627,0.699999988079071,6,((.......))...((.((.....)).)).
8,0.7125531890924941,0.2549172576832151,0.28747044917257686,0.3111111111111111,0.3325531914893617,0.3512293144208038,0.2857446808510638,0.30650118203309695,0.3227659574468085,0.3394562647754137,0.26479905437352247,0.06000000000000005,[],12,2,0.20000004768371582,0.40000009536743164,8,((((.((..((......)).)).))))...
9,0.5679671475070948,0.20720967373944787,0.2373716632443532,0.26130504220853296,0.2852612365959388,0.3051562856490988,0.23073237508555783,0.2511749942961442,0.2691079169518595,0.2893223819301848,0.20978781656399725,0.026000000000000023,[],12,2,0.5999999046325684,0.5999999046325684,9,.(((....((.((((...))))))..))).
10,0.4149068330817588,0.3047849091327352,0.3442604094778008,0.37584541062801935,0.4032896250287555,0.4288244766505636,0.32716816195077064,0.3552104899930987,0.3809293765815505,0.4051299746951921,0.2967793880837359,0.03400000000000003,[],7,2,2.384185791015625e-07,0.3999999761581421,6,((((..........((......))))))..
