,Unnamed: 0,deltaG,fraction of absolute ddG below 0.2,fraction of absolute ddG below 0.4,fraction of absolute ddG below 0.6,fraction of absolute ddG below 0.8,fraction of absolute ddG below 1.0,fraction of ddG above -0.2,fraction of ddG above -0.4,fraction of ddG above -0.6,fraction of ddG above -0.8,fraction of ddG above 0,fraction of deltaG zero,higher-level coarse-grained structure,length of coarse-grained structure including exterior,length of higher-level coarse-grained structure,lower quartile ddG incl inf,median deltadeltaG,number of basepairs,structure,N,stacks
59,59,0.26644591115431543,0.3349521707137601,0.3692666176109885,0.4014471425067452,0.4328182487122885,0.4617856266862889,0.33995584988962474,0.37012509197939664,0.4014471425067452,0.4328182487122885,0.3089281334314447,0.09399999999999996,[][],8,4,0.0,0.5999999642372131,4,((...............)).((....))..,55761572512.368004,2
60,60,0.6661129790881147,0.2566260612772241,0.2805832410483573,0.2978220745662606,0.3110372831303064,0.3237356958287191,0.2755998523440384,0.2909560723514212,0.3029900332225914,0.31402731635289777,0.2619047619047619,0.39799999999999996,[],10,2,0.19999980926513672,2.384185791015625e-07,11,(((((.((((((...))).))))))))...,731823628665.43,3
61,61,0.7308510652564941,0.338581560283688,0.3780141843971631,0.4049408983451537,0.4302364066193853,0.4526950354609929,0.3757683215130024,0.4014420803782506,0.4218912529550827,0.4412765957446809,0.3465957446808511,0.06000000000000005,[],8,2,0.0,0.20000028610229487,6,.....((.((((.........))))))...,20136112328864.777,2
62,62,0.255734423396573,0.1177285937849318,0.13205902079141515,0.14869215291750504,0.16469930695282808,0.1793874357254639,0.11989716074223115,0.1328414934048737,0.14880393471942768,0.16469930695282808,0.10100603621730382,0.0060000000000000045,[[][]],13,6,1.8999998569488523,1.5999998450279236,10,((.((((((...)))..((...))))).)),18590050.416,4
63,63,0.4778467874287572,0.1971244536461928,0.22454566367609846,0.24564067172762824,0.2666206579250058,0.28766965723487464,0.2135265700483092,0.23266620657925005,0.2504255808603635,0.2690591212330343,0.19309868875086267,0.03400000000000003,[],12,2,0.699999988079071,0.9999998807907104,8,((.((.((.((...........)))))))),14086138691.226,4
64,64,0.4524793395972696,0.2224058769513315,0.2601698806244261,0.2932506887052342,0.32699724517906337,0.3576216712580349,0.2443526170798898,0.2714416896235078,0.29928833792470155,0.32998163452708906,0.21379706152433425,0.03200000000000003,[],12,2,0.3999999761581421,0.9000000134110451,6,.((.....((((....)).))......)).,29458654950.912,3
65,65,0.5000000047634859,0.2462659380692168,0.2788479052823315,0.30719489981785064,0.331056466302368,0.3546220400728597,0.2674863387978142,0.2901639344262295,0.3130009107468124,0.3342440801457195,0.2422586520947177,0.024000000000000018,[][],11,4,0.2999999523162842,0.4999997615814209,8,(((.....)))....((.(((...))))).,258310209617.568,3
66,66,0.6663865532350389,0.31556956115779644,0.3559757236227825,0.39131652661064426,0.4210084033613445,0.4448879551820728,0.3632119514472456,0.388375350140056,0.4103408029878618,0.4325630252100841,0.33281979458450045,0.048000000000000036,[],9,2,1.1920928955078125e-07,0.3000001907348633,6,.......(((...(((....))).)))...,21208381385957.19,2
67,67,0.17197581313009705,0.1983870967741936,0.2271057347670251,0.24218189964157705,0.2541890681003584,0.26836917562724016,0.1995967741935484,0.2271057347670251,0.24218189964157705,0.2541890681003584,0.17116935483870968,0.008000000000000007,[],15,2,0.7999999523162842,0.5,10,.((..(((.(((.((...)).))).))))),11081881289.6,4
68,68,0.4633928462197738,0.2778025793650793,0.3072420634920635,0.32961309523809523,0.3515873015873016,0.3724702380952381,0.29677579365079365,0.3176339285714286,0.33541666666666664,0.35478670634920634,0.2740079365079365,0.10399999999999998,[],11,2,0.09999999403953552,0.4500000476837158,7,....(((((.((......))))..)))...,304580884335.616,3
69,69,0.4495833473590513,0.2022453703703704,0.2340509259259259,0.2610879629629629,0.2866898148148148,0.31122685185185184,0.2208564814814815,0.2443981481481481,0.2668055555555556,0.29002314814814817,0.1942361111111111,0.040000000000000036,[][],14,4,0.5999999046325684,0.7999999523162842,8,((.((....))))...((.((....)))).,7246194265.92,4
70,70,0.4175588894771049,0.20071377587437544,0.22431596478705687,0.25058291696407325,0.2678325005948132,0.2872947894361171,0.21472757554128,0.2315251011182489,0.2523435641208661,0.2684035212943136,0.19655008327385198,0.06599999999999995,[],13,2,0.6000003814697266,0.6999998092651367,9,((...(((((((......))).)).)))).,1810133582.614,4
71,71,0.4493055361909447,0.2853395061728395,0.3115740740740741,0.33006687242798355,0.3480195473251029,0.36275720164609054,0.29863683127572016,0.3177469135802469,0.33294753086419754,0.3492798353909465,0.27507716049382713,0.136,[],11,2,0.09999990463256836,0.09999990463256836,9,.(((((.((((....)))))))..))....,187950318114.24,3
72,72,0.3661825680850205,0.2689718764407561,0.3019824804057169,0.33796680497925313,0.3699400645458737,0.4014753342554173,0.2847625633932688,0.3103734439834025,0.3410096818810512,0.3713001383125865,0.25816044260027665,0.03600000000000003,[],8,2,0.19999980926513672,0.7999999523162842,5,(((.........((.....))...)))...,20858584522.767998,2
73,73,0.7209850074583765,0.2902688555793481,0.3308351177730193,0.3644777539852486,0.3919343326195575,0.4162027123483226,0.3352367356650012,0.36029026885557935,0.38329764453961457,0.4038305971924816,0.3074946466809422,0.06599999999999995,[],8,2,0.09999990463256836,0.5,6,(((..(((...........))).)))....,14236325721596.227,2
74,74,0.5754756741619513,0.2148931172186986,0.2463706835799859,0.2728682170542636,0.2995771670190275,0.3259807376086446,0.24000469814423306,0.2621094667606296,0.2823819591261452,0.3049095607235142,0.21780596664317595,0.05400000000000005,[][],12,4,0.5,0.9000000953674316,7,(((.....))).((..((...))..))...,142334123939.854,3
75,75,0.5253112099106381,0.2380129091747349,0.2635546334716459,0.2870677731673582,0.305463347164592,0.32298294144767176,0.2568234209313047,0.27445827570308895,0.2920239741816505,0.30769940064545875,0.2380129091747349,0.03600000000000003,[],11,2,0.3000001907348633,0.3999999761581421,9,((..(((...((((....)))).)))))..,105345917729.78,3
76,76,0.4630979471638426,0.2038218172614528,0.23209314097696784,0.2536319919007846,0.27382941027587954,0.2899519109086307,0.21926094659579853,0.23945836497089346,0.2565932675272083,0.2750442925841559,0.19777271576816,0.122,[],11,2,0.6000000238418579,0.6000001430511475,9,..(((.(((.....(((...))).)))))),26392121667.508,3
77,77,0.3644490696939015,0.13437283437283434,0.16262416262416265,0.18482328482328486,0.20993300993300992,0.2331716331716332,0.14414414414414414,0.16613536613536614,0.1864864864864865,0.2103950103950104,0.12092862092862093,0.038000000000000034,[],16,2,1.2000000178813934,1.4000000953674316,8,.((..((..((.((...))..))..)))).,564001361.924,4
78,78,0.4283999977111817,0.18482222222222225,0.20784444444444444,0.22317777777777775,0.23846666666666666,0.2512,0.1962888888888889,0.21242222222222226,0.2253111111111111,0.2392,0.1796222222222222,0.0,[[][]],9,6,1.0,0.4000000953674317,11,(((((((((...))))))((....)).))),4096878902.0,3
79,79,0.32681318796598,0.2083760683760684,0.24144078144078146,0.2695238095238095,0.2910866910866911,0.3157997557997558,0.21733821733821732,0.2442735042735043,0.2696947496947497,0.2911843711843712,0.1895238095238095,0.08999999999999997,[][][],13,6,0.5,1.0,7,.(((...)))..((....)).((....)).,628931224.74,3
80,80,0.5324873053634227,0.2464749012972363,0.2750423011844332,0.2976593344613649,0.31957134799774395,0.3363226170332769,0.2660462492949803,0.28584320360970106,0.30372250423011843,0.3221940214326001,0.24624929498025944,0.212,[],11,2,0.2999997138977051,0.2999999523162842,9,...(((.((((((...)))..))))))...,397006760332.388,3
81,81,0.40806794242494426,0.3428402925218212,0.3763387591413069,0.4039631988676575,0.4270818589289927,0.44758197688134,0.3573720217032319,0.3831328143430055,0.4061571125265393,0.4274593064401981,0.3276244397263506,0.05800000000000005,[][],8,4,0.0,0.20000004768371585,6,((((......))))...((.......))..,2447162127353.022,2
82,82,0.4354460119431568,0.27451747522170056,0.3071726656233699,0.3321074595722483,0.3548774126238915,0.37782994261867503,0.2921752738654147,0.315962441314554,0.3369587897756912,0.35764214919144505,0.2664319248826291,0.14800000000000002,[],12,2,0.10000014305114746,0.4999998807907105,7,........((..(((.((...))))).)).,156671682032.184,3
83,83,0.5899791247318333,0.2292739503595453,0.2621897471584319,0.2911853398283461,0.31646949663651125,0.3422639758756669,0.2581999536070517,0.2802366040361865,0.302366040361865,0.3234980282996984,0.2367896079795871,0.04200000000000004,[],11,2,0.3999999612569809,0.7999999523162842,7,(((....((.((.....))))..)))....,397161953659.75397,3
84,84,0.4157894798045458,0.22456140350877196,0.259761583445794,0.28940620782726045,0.311808367071525,0.3355375618533513,0.2443769680611786,0.2702429149797571,0.29399460188933874,0.31381016644174536,0.21812865497076026,0.012000000000000009,[],11,2,0.3999999761581421,0.5999999046325684,8,((..((((...((....))....)))))).,113309052212.772,3
85,85,0.5804255330974751,0.3090543735224586,0.34252955082742315,0.3704255319148936,0.3944208037825059,0.4156737588652482,0.3390307328605201,0.3608274231678487,0.3809929078014184,0.4008510638297873,0.31534278959810874,0.06000000000000005,[],12,2,0.0,0.3999999761581421,6,..((.((.((...)))).))..........,959321526764.58,3
86,86,0.1503211833073955,0.16074232690935047,0.18703307161551272,0.20454437306685702,0.2183678325005948,0.23345229597906256,0.16119438496312158,0.18703307161551272,0.20454437306685702,0.2183678325005948,0.13107304306447776,0.06599999999999995,[],14,2,1.29999990016222,0.9999995231628418,10,.((..((.((((..((...)))))).)))),67743442.168,4
87,87,0.4592274698576702,0.2634000953743443,0.2949213161659513,0.3185026227944683,0.3402956604673343,0.35975202670481643,0.2816881258941345,0.3026943252265141,0.3215307582260372,0.34120171673819744,0.2558416785884597,0.06799999999999995,[][],12,4,0.19999998807907104,0.5999999046325684,7,...(((...)))((.((...)).)).....,64509077016.704,3
88,88,0.3886075898187573,0.17557430848570088,0.1991561181434599,0.2187763713080169,0.2384200656352555,0.25707923112986397,0.18584153774027196,0.2041490857946554,0.22114392873886546,0.23973277074542895,0.16441631504922646,0.05200000000000005,[],13,2,1.0,1.0,9,.(((((.((.((.....))))))....))),2403558139.1879997,4
