,Unnamed: 0,deltaG,fraction of absolute ddG below 0.2,fraction of absolute ddG below 0.4,fraction of absolute ddG below 0.6,fraction of absolute ddG below 0.8,fraction of absolute ddG below 1.0,fraction of ddG above -0.2,fraction of ddG above -0.4,fraction of ddG above -0.6,fraction of ddG above -0.8,fraction of ddG above 0,fraction of deltaG zero,higher-level coarse-grained structure,length of coarse-grained structure including exterior,length of higher-level coarse-grained structure,lower quartile ddG incl inf,median deltadeltaG,number of basepairs,structure,N,stacks
3057,3057,0.4278826088462985,0.1927090612625204,0.21695783834148613,0.2366876310272537,0.2589098532494759,0.2783834148614023,0.205637083624505,0.2236198462613557,0.2409503843466108,0.2606801770323783,0.18602375960866527,0.04600000000000004,[],10,2,0.7999999523162842,1.0999999046325684,8,((((......((((......)).)).)))),9406435373.1,3
3058,3058,0.5590909158210616,0.25817263544536273,0.29343434343434344,0.3194674012855831,0.3427685950413223,0.3628099173553719,0.28438934802571164,0.30785123966942146,0.327157943067034,0.3462809917355372,0.25392561983471074,0.03200000000000003,[][],12,4,0.20000004768371585,0.3999998569488525,8,..((.(((....))).))..(((....))),1586119386394.2239,3
3059,3059,0.4042194095687776,0.16061884669479606,0.18886544772620725,0.2092123769338959,0.2277543366150961,0.2454524144397562,0.17407407407407408,0.1947726207219878,0.2121659634317862,0.22878574777308955,0.14941397093295827,0.05200000000000005,[],15,2,1.0999999046325684,1.1000001430511477,9,.((..(((((.((....))..))).)).)),4733000908.415999,4
3060,3060,0.5905622574220221,0.31546184738955824,0.3559571619812584,0.3894912985274431,0.4183400267737617,0.4450691655510933,0.34823739402052656,0.3755912539045069,0.40176260597947344,0.4249888442659527,0.31586345381526104,0.0040000000000000036,[],8,2,0.0,0.5,5,.......((...(((.......)))...)),10317815587843.057,2
3061,3061,0.4521276645837946,0.21569739952718675,0.2405200945626477,0.2638297872340425,0.28397163120567376,0.3031678486997636,0.2303073286052009,0.2486997635933806,0.267919621749409,0.28583924349881795,0.2112056737588653,0.06000000000000005,[],12,2,0.5,0.8000001907348633,8,((..((.((((....))))....)).))..,20880972538.62,3
3062,3062,0.4043902437679651,0.2272086720867209,0.2612737127371273,0.28547425474254745,0.3079945799457995,0.33075880758807585,0.2431978319783198,0.26859078590785906,0.28897018970189703,0.30929539295392955,0.21417344173441732,0.18000000000000005,[],11,2,0.3999998569488525,0.6000001430511475,8,.((....((((((......)).))))..)),67001184595.64,3
3063,3063,0.5021858086677197,0.2452034001214329,0.26666666666666666,0.2834547662416515,0.29605343047966,0.3053430479659988,0.2596842744383728,0.2732847601700061,0.2855191256830601,0.29626593806921675,0.2419247115968428,0.268,[],11,2,0.2999999523162842,0.10000038146972656,10,..((((((((((...))..)).))))))..,32070493054.092,3
3064,3064,0.4338144312353479,0.19631156930126006,0.2220389461626575,0.24105383734249716,0.260114547537228,0.2788774341351661,0.21076746849942726,0.2296907216494845,0.2448109965635739,0.2615349369988545,0.19035509736540665,0.030000000000000027,[],14,2,0.7000002861022949,0.7999999523162842,9,....((((.((..(((...))))).)).)),16853855019.96,4
3065,3065,0.5620833341342707,0.296875,0.3377777777777778,0.3723148148148148,0.4020138888888889,0.4274768518518519,0.32775462962962965,0.3572685185185185,0.3819675925925926,0.4075462962962963,0.2957638888888889,0.040000000000000036,[][],8,4,0.09999990463256836,0.4000000953674317,6,(((....))).(((............))).,4010918086133.76,2
3066,3066,0.38734693285457933,0.19129251700680272,0.21931972789115647,0.2460770975056689,0.2708843537414966,0.2990022675736961,0.2030612244897959,0.2245124716553288,0.24816326530612245,0.27165532879818594,0.18136054421768708,0.020000000000000014,[],10,2,0.6999999284744263,0.9000000953674316,8,((...((((..((.....))))))....)),17011598957.08,3
3067,3067,0.6042194103012608,0.25949367088607594,0.28975621190811063,0.31204875761837786,0.3319034224097515,0.3513830285982185,0.2805672761368964,0.3004688232536334,0.3183778715424285,0.3353492733239569,0.2558134083450539,0.05200000000000005,[],12,2,0.20000004768371585,0.4000000953674317,8,.((.((..((((......)))))).))...,1346833600658.6638,3
3068,3068,0.4747252659974517,0.21951159951159951,0.24903540903540905,0.27045177045177043,0.2955311355311355,0.3193162393162393,0.235970695970696,0.2577777777777778,0.2756043956043956,0.2981440781440781,0.21301587301587305,0.08999999999999997,[],12,2,0.4999998807907105,0.9000000953674316,7,.(((.((((......))...))..)))...,43965162495.8,3
3069,3069,0.6499999972898106,0.3135856380397865,0.3522561863173217,0.3821203299369238,0.4097525473071325,0.4336972343522562,0.3512615235322659,0.3760310528869481,0.39716157205240177,0.4183891314895682,0.32341096555070353,0.08399999999999996,[],8,2,0.0,0.3000001907348633,6,.((((((.......)))...))).......,6004069363698.4,2
3070,3070,0.2987288010732855,0.1910075329566855,0.2185969868173258,0.24119585687382294,0.26167608286252353,0.2797080979284369,0.1959039548022599,0.2196327683615819,0.24136064030131826,0.26167608286252353,0.1682909604519774,0.05600000000000005,[],16,2,0.7000000476837158,1.0999999046325684,8,..((((.((.((...)).)).))....)).,2828476312.3199997,4
3071,3071,0.6291925437578749,0.2139406487232574,0.25157579940188635,0.2792040487692661,0.3053370140326662,0.32804232804232797,0.2499194847020934,0.2732459167241776,0.29259259259259257,0.3131354957441914,0.22415458937198068,0.03400000000000003,[],13,2,0.4000000953674317,0.6999998092651367,8,.(((....((.(((....))).))..))).,1834549171608.888,3
3072,3072,0.4615384622177168,0.17359924026590692,0.1974675530231086,0.21798037353592908,0.2369420702754036,0.2564102564102564,0.1889522000633112,0.20610952833175056,0.2222855333966445,0.2392212725546059,0.17296612852168408,0.29800000000000004,[][],12,4,1.0,0.7000000476837158,10,(((((.....)).)))(((.((...))))),7225074037.115999,4
3073,3073,0.4430353491878807,0.213952413952414,0.2393162393162393,0.2567336567336567,0.27468237468237466,0.28974358974358977,0.2273273273273273,0.24495264495264496,0.2588126588126588,0.2750981750981751,0.20619080619080615,0.038000000000000034,[],12,2,0.5999999046325684,0.39999961853027344,10,.((((((.((((...))))..))))..)).,81250674679.98,3
3074,3074,0.4723404245649246,0.1879432624113475,0.21581560283687945,0.23574468085106384,0.2539952718676123,0.27118203309692673,0.20444444444444448,0.22432624113475175,0.2401654846335697,0.25664302600472816,0.1829078014184397,0.06000000000000005,[],14,2,0.7999999523162842,0.8000001907348633,9,..((((...(((((....))).)).)).)),12474713809.72,4
3075,3075,0.4388664028030417,0.18846153846153849,0.21898335582546108,0.24457939721097616,0.2706252811515969,0.29493927125506075,0.20726495726495728,0.22863247863247865,0.24914529914529915,0.2726045883940621,0.18582995951417006,0.012000000000000009,[],10,2,0.699999988079071,0.9000000953674316,8,(((..(((...((.....))....)))))),91674988516.02,3
3076,3076,0.4404761943950024,0.2040885040885041,0.23352573352573355,0.25632515632515634,0.2781144781144781,0.2974987974987975,0.2207070707070707,0.2423761423761424,0.2612313612313613,0.2803270803270803,0.19607984607984608,0.07599999999999996,[],14,2,0.5999999046325684,0.6000000238418579,9,...((.(((((((....)).))..))))).,30518072563.440002,4
3077,3077,0.3873913055852704,0.23106280193236714,0.2604830917874396,0.283719806763285,0.3063285024154589,0.32722222222222225,0.2423913043478261,0.2648550724637681,0.2855314009661836,0.30676328502415456,0.21507246376811595,0.07999999999999996,[],12,2,0.3999999761581421,0.8999998569488525,7,..((..(((.((.......))...))))).,11407171950.32,3
3078,3078,0.4317171685472883,0.26891133557800223,0.3014141414141414,0.3254769921436588,0.3480583613916947,0.3691582491582492,0.2873625140291807,0.3110437710437711,0.3308193041526375,0.3512008978675645,0.2620426487093154,0.010000000000000007,[],9,2,0.19999980926513672,0.5,7,....((((.......(((...))).)))).,99528834642.93,2
3079,3079,0.6353684203875692,0.3094502923976608,0.3526081871345029,0.3852865497076024,0.4158362573099415,0.4428304093567251,0.3472280701754386,0.3748304093567251,0.3993918128654971,0.424046783625731,0.31349707602339183,0.05000000000000005,[][],9,4,0.09999990463256836,0.39999961853027344,6,.(((......)))......(((....))).,12761265421497.148,2
3080,3080,0.4614406860575585,0.16862052730696794,0.18712335216572504,0.20357815442561208,0.21956214689265535,0.2376412429378531,0.17904896421845573,0.1923964218455744,0.20654425612052726,0.22125706214689267,0.16452448210922788,0.05600000000000005,[],12,2,1.2000000476837158,0.9000000953674316,10,((((.((((((.....))))...)))).)),3127192558.0639997,4
3081,3081,0.4131799303618685,0.2383774988377499,0.26680613668061365,0.29144583914458394,0.3176197117619712,0.3385867038586704,0.251208740120874,0.2721524872152487,0.293212459321246,0.31813110181311016,0.22450023245002326,0.04400000000000004,[],8,2,0.3000001907348633,0.5999999046325684,8,.((((((.((....))........)))))),94388417867.388,2
3082,3082,0.5909456697628052,0.3160518667560921,0.3432819137044489,0.3638050525374469,0.38240554437737534,0.3975631567180863,0.338765928906774,0.35631567180862955,0.3705566733735748,0.3858484238765929,0.3192711826514644,0.0060000000000000045,[][],7,4,0.0,1.1920928955078125e-07,9,...(((((...)))))((((......)))),8401611684875.752,2
3083,3083,0.5086776832780562,0.2256657483930211,0.2566804407713499,0.2801652892561983,0.29954086317722683,0.319674012855831,0.2487144168962351,0.2693296602387512,0.2859963269054178,0.3022956841138659,0.2279384756657484,0.03200000000000003,[],12,2,0.4000000953674317,0.6999998092651367,8,((((..((...((...)).))..))))...,170825801926.03198,3
3084,3084,0.4011737178363991,0.1334376630151278,0.1624413145539906,0.18860198226395408,0.21259780907668235,0.23899321857068334,0.14582681272822118,0.16750130412102246,0.1901669274908712,0.2131716223265519,0.12297861241523213,0.14800000000000002,[],15,2,1.1000001430511477,1.3999998569488523,8,.((..((..((..((....))))))..)).,595975843.728,4
3085,3085,0.3838012935533379,0.2525077993760499,0.28531317494600433,0.3116150707943365,0.33400527957763376,0.35553155747540205,0.2663786897048236,0.29071274298056154,0.3138708903287737,0.3349892008639309,0.2374130069594433,0.07399999999999995,[][],12,4,0.20000028610229487,0.4000000953674317,8,..((....))...((((((...)))).)).,93634084329.388,3
3086,3086,0.09999999557480667,0.20886644219977554,0.2367676767676768,0.25501683501683503,0.2624466891133558,0.2813019079685746,0.20886644219977554,0.2367676767676768,0.25501683501683503,0.2624466891133558,0.19789001122334454,0.010000000000000007,[],10,2,0.5999999046325684,0.20000004768371585,11,((..((((((.(((...)))..)))))))),1949226960.78,3
3087,3087,0.4969543109123175,0.17865200225606315,0.20172024816694867,0.22103778905809365,0.23781725888324876,0.2551889452904681,0.1916243654822335,0.20882684715172026,0.22501410039481107,0.2404117315284828,0.17571912013536378,0.212,[],14,2,1.0,0.7000000476837158,10,((.((...((((.((...)))))).)))).,9515941754.996,4
3088,3088,0.5057851279939501,0.1569329660238751,0.18073921028466486,0.19855371900826446,0.21425619834710746,0.2286730945821855,0.17226813590449955,0.18822314049586775,0.20238751147842055,0.2161845730027548,0.15700183654729108,0.03200000000000003,[],12,2,1.3999998569488523,0.6999998092651367,11,(((((((((((...))))...))).)).)),9570600888.552,4
3089,3089,0.4143497728212265,0.22002989536621825,0.2510214250124564,0.27944693572496265,0.30700049825610365,0.33502740408570003,0.2364474339810663,0.26013951170901845,0.28368211260587944,0.3087942202291978,0.20971599402092675,0.10799999999999997,[][],13,4,0.4000000953674317,1.0000001192092896,6,.((..((...))..))...((.....))..,12958094519.356,3
3090,3090,0.3405857765150868,0.17443049744304975,0.1966759646675965,0.21555090655509065,0.2356345885634589,0.2559739655973965,0.1813807531380753,0.19904695490469548,0.21694560669456067,0.23612273361227334,0.1589493258949326,0.04400000000000004,[],13,2,1.0,1.0,9,..((.((..(((((.....))..))))))),328099274.56799996,4
3091,3091,0.4418803453923036,0.2356125356125356,0.26118233618233616,0.28264482431149096,0.3041547958214625,0.3262108262108262,0.24836182336182336,0.26766381766381764,0.28582621082621085,0.3058404558404558,0.22711301044634374,0.06399999999999995,[][],12,4,0.3999998569488525,0.8999998569488525,7,((.((......))..)).(((...)))...,25268630452.416,3
3092,3092,0.28396623672815313,0.19842944210032815,0.2229957805907173,0.2416783872480075,0.2577824660103141,0.27400375058602905,0.20478199718706047,0.22414439756211907,0.2416783872480075,0.2577824660103141,0.1857008907641819,0.05200000000000005,[],9,2,0.7999997138977051,0.5,10,(((....(((((...((...)))))))))),5366674888.08,3
3093,3093,0.5536585305340407,0.25138211382113823,0.2839024390243902,0.30981029810298105,0.33295392953929537,0.35495934959349595,0.2764769647696477,0.29794037940379403,0.3175609756097561,0.3373441734417344,0.2524119241192412,0.18000000000000005,[],12,2,0.20000028610229487,0.6000001430511475,7,..((...(((.((...)))))...))....,199591803488.0,3
3094,3094,0.2719486112002387,0.297811087318582,0.3295265286699976,0.3539852486319296,0.38103735427075897,0.4028551034975018,0.3035450868427314,0.3298120390197478,0.3539852486319296,0.38103735427075897,0.2767784915536521,0.06599999999999995,[][],10,4,0.09999990463256836,0.5,6,((((....)).))((............)).,13880615661.514,3
3095,3095,0.5546777621221394,0.2271194271194271,0.25123585123585124,0.2693000693000693,0.2865788865788866,0.30191730191730193,0.2434049434049434,0.2603834603834604,0.2744513744513745,0.2887271887271887,0.22504042504042504,0.038000000000000034,[],12,2,0.4000000953674317,0.5,9,(((.((((..((...)).))))..)))...,253780066185.048,3
3096,3096,0.4467091191473028,0.17662184477471102,0.20047180938900686,0.22028780372729415,0.23946685539042226,0.2573248407643312,0.1887237556027365,0.2063694267515924,0.22285916489738145,0.24045765510733666,0.16878980891719744,0.05800000000000005,[],14,2,0.9999999701976776,0.7000000476837158,10,..((.(((((..(((...)))))).)))).,17018251949.424,4
3097,3097,0.37299106378174784,0.3576140873015873,0.3968005952380952,0.4296378968253968,0.4599206349206349,0.4864087301587302,0.3702628968253968,0.4014136904761905,0.4312251984126984,0.4602182539682539,0.3374751984126984,0.10399999999999998,[][],8,4,0.0,0.3999999761581421,4,((....))...((.......))........,164536646692.096,2
3098,3098,0.6418891282297013,0.2705452886151038,0.3030344512890714,0.3280173397216518,0.3489847136664385,0.36684919005247546,0.2996805840748346,0.31937029431895964,0.3368240930869268,0.3535477983116587,0.2759981747661419,0.026000000000000027,[],9,2,0.19999980926513672,0.3000001907348633,8,.(((.(((((.......)))))....))).,2224070159521.394,2
3099,3099,0.4559139830290631,0.1756511350059737,0.20540023894862605,0.2290800477897252,0.2534050179211469,0.2749820788530466,0.1935005973715651,0.21512544802867384,0.2346236559139785,0.25610513739546004,0.17046594982078853,0.06999999999999995,[],15,2,0.8000001907348633,1.0999999046325684,8,.((.((((.((....))))....)).))..,4179965086.0200005,4
3100,3100,0.6405639946945577,0.32383706917329474,0.3663292359604724,0.4037117377681369,0.43333333333333335,0.4582308990118101,0.3661364184140757,0.3937816341287057,0.420294046758255,0.4438177874186551,0.3384429983128465,0.07799999999999996,[],8,2,0.0,0.4000000953674317,5,(((..((.....))...)))..........,16068568805883.807,2
3101,3101,0.44028630115259404,0.13540104521699614,0.15796409906839354,0.1797091570097705,0.2037037037037037,0.23031129288798,0.14633037945921382,0.1636900704385367,0.18236764371733696,0.2047034764826176,0.12940240854351284,0.02200000000000002,[][],14,4,1.2000000476837158,1.4000000953674316,8,((..((...))..))((.((....))..)),116776069.45199999,4
3102,3102,0.4895261719154004,0.2421723469105015,0.2745081740094209,0.2969243557772236,0.3186478248822389,0.3356331393737877,0.2614297589359933,0.28367968966472706,0.30199501246882793,0.3209476309226933,0.2305347741756719,0.19799999999999995,[],10,2,0.2999999523162842,0.3000001907348633,9,.(((......((((.((....))))))))),130038885074.84601,3
3103,3103,0.4275789517791648,0.20821052631578948,0.236187134502924,0.26189473684210524,0.28846783625730993,0.3116491228070176,0.2262923976608187,0.2467134502923977,0.26767251461988306,0.2907368421052632,0.20392982456140352,0.05000000000000005,[],10,2,0.5999999046325684,1.0,7,((.(((..((.........))....))))),25229688761.149998,3
3104,3104,0.6091649698324941,0.23908124009957005,0.27485856528626385,0.29995474089160445,0.3228558497397601,0.343448744059742,0.27139624349400315,0.29325639284906085,0.3109300746775289,0.3290563475899525,0.2505770536320435,0.018000000000000016,[],7,2,0.3000001907348633,0.3000001907348633,9,(((((..((((....))))......))))),3607500032367.226,2
3105,3105,0.4055803583968165,0.205406746031746,0.23154761904761906,0.2504960317460317,0.26865079365079364,0.2867063492063492,0.22075892857142854,0.2391369047619048,0.2545386904761905,0.2707837301587301,0.20114087301587305,0.10399999999999998,[],12,2,0.6000003814697266,0.7000000178813934,9,..((((.((..(((...))).))...)))),131494627742.464,3
3106,3106,0.4554809753926808,0.3272184936614467,0.3583395476012925,0.3819786229182202,0.4050211285110614,0.4260999254287845,0.34364901814566245,0.3664678100919712,0.38645289584886894,0.407581406910266,0.3185682326621924,0.10599999999999997,[],11,2,0.0,0.2999999523162842,6,..((((((...)).)).))...........,294114375883.008,3
3107,3107,0.5276639363957477,0.1773224043715847,0.20512295081967213,0.2268214936247723,0.2468351548269581,0.2624772313296904,0.19933970856102004,0.2168488160291439,0.2327185792349727,0.24892987249544626,0.1813069216757741,0.024000000000000018,[],15,2,0.8999999463558197,0.6999998092651367,10,((.((.((..((((...)))))).)).)).,190822059101.392,4
3108,3108,0.446502051235717,0.2337219935985368,0.24853680841335166,0.2609282121627801,0.272748056698674,0.2833561957018747,0.2424325560128029,0.2537037037037037,0.2636945587562872,0.2737997256515775,0.22901234567901235,0.028000000000000025,[],9,2,0.5,9.5367431640625e-07,11,((.(((((((((....)))))))...)))),32168426520.635998,3
3109,3109,0.5025370051379435,0.3279774489076815,0.3662908151280244,0.392271552736669,0.4175475687103594,0.4409913084331689,0.3514681700728212,0.3771670190274841,0.3985670660089265,0.4202255109231853,0.3221987315010571,0.05400000000000005,[][],9,4,5.960464477539063e-08,0.2999999523162842,6,.((........))..((((.....))))..,3391050356408.2197,2
3110,3110,0.5716450224062065,0.3045214045214045,0.3394660894660895,0.3668350168350169,0.3922077922077922,0.4163780663780664,0.33003848003847996,0.35396825396825393,0.3750841750841751,0.3963443963443963,0.3015632515632516,0.07599999999999996,[],11,2,2.384185791015625e-07,0.4000000953674317,6,.......((.((((....)).)))).....,994131560545.2001,3
3111,3111,0.5411609539609786,0.20671357373204335,0.2291703312811492,0.24523600117267666,0.2597771914394605,0.2718264438581061,0.222984462034594,0.2374083846379361,0.24969217238346525,0.2616534740545295,0.2071240105540897,0.242,[],13,2,0.7000000476837158,0.20000004768371585,11,(((.((((.((((....)))))).))))).,58173848011.93,4
3112,3112,0.4881987521120234,0.2382562686910513,0.2610305958132045,0.2789970094317921,0.2953071083505866,0.3112031285944329,0.2527950310559006,0.2695882217621348,0.2835748792270532,0.2974465148378192,0.233517368299977,0.03400000000000003,[],13,2,0.3000001907348633,0.3999998569488525,9,......((((.(((((...))).)))).)),20857453275.708,4
3113,3113,0.6220858962806456,0.22488070892978868,0.2545785048852533,0.2768461713246989,0.29559191092933423,0.3154737559645535,0.2534196773460577,0.27364235401045217,0.28897977732333563,0.3040445353328789,0.2268348102703931,0.02200000000000002,[],15,2,0.4000000953674317,0.7000000476837158,8,.((.((.((.((........)).)).)))),539080483200.186,4
3114,3114,0.6655601613161722,0.30350391885661593,0.3404333794375288,0.3682803135085293,0.3949515905947441,0.41839557399723376,0.3469110189027201,0.36881051175656987,0.38782849239280776,0.4069617335177501,0.3190410327339788,0.03600000000000003,[],8,2,4.76837158203125e-07,0.19999980926513672,8,.....((((....((((....)))))))).,18053715288298.344,2
3115,3115,0.5051974989861064,0.1901131901131901,0.22353892353892355,0.2468006468006468,0.2665049665049665,0.28336798336798336,0.21547701547701548,0.23714483714483714,0.253984753984754,0.2705012705012705,0.19413259413259407,0.038000000000000034,[],11,2,0.6999998092651367,0.7000002861022949,9,((((..(((.((....))..)))...)))),496712819294.38,3
3116,3116,0.7447698966572723,0.2648303114830312,0.29649000464900044,0.3198512319851232,0.3400511390051139,0.35543933054393306,0.2968154346815435,0.3163644816364481,0.3319153881915388,0.34676894467689445,0.2752208275220828,0.04400000000000004,[],11,2,0.19999980926513672,0.20000004768371585,9,((((..(((((....))).))..))))...,3858772222537.4517,3
3117,3117,0.43575883896831663,0.2486255486255486,0.2796950796950797,0.3041580041580041,0.3257565257565257,0.3434973434973435,0.2666897666897667,0.288981288981289,0.3081081081081081,0.3276738276738277,0.2437976437976438,0.038000000000000034,[][],11,4,0.2999997138977051,0.4999995231628418,8,(((...(((...))).)))((....))...,37074245129.661995,3
3118,3118,0.2906698564593301,0.2733120680489102,0.3020999468367889,0.32434875066454016,0.3505050505050505,0.3726741095162148,0.2801435406698565,0.3034024455077087,0.32434875066454016,0.3505050505050505,0.2520999468367889,0.16400000000000006,[][],11,4,0.10000014305114746,0.5,7,.(((((...)).))).....((......)),11842525200.836,3
3119,3119,0.5240343321162744,0.20240820219360992,0.23934191702432045,0.2663090128755365,0.2914401525989509,0.31351931330472105,0.2324034334763949,0.25624701955174056,0.27582260371959944,0.29647114926084883,0.2084406294706724,0.06799999999999995,[],13,2,0.5,1.0,7,..(((..((...((....))..)).)))..,249499411897.80002,3
3120,3120,0.3704684297355032,0.2361620276080561,0.2607377234668477,0.2847703100248925,0.3073093460058837,0.3284000905182168,0.2475673229237384,0.2669155917628423,0.2873953383118353,0.30810138040280605,0.2246888436297805,0.018000000000000016,[][],10,4,0.3999998569488525,0.5999999642372131,8,.....(((...)))(((..((....))))),18538522256.734,3
3121,3121,0.4199152466351703,0.2836864406779661,0.3136770244821092,0.335334274952919,0.35637947269303205,0.37624764595103577,0.29898775894538604,0.3208097928436912,0.3391007532956685,0.3583804143126177,0.2728578154425612,0.05600000000000005,[][],11,4,0.09999990463256836,0.4000000953674317,7,.(((...)))((.((........))))...,113581605131.18399,3
3122,3122,0.7372881362246255,0.27058380414312616,0.3018832391713748,0.32467043314500943,0.3456497175141243,0.364482109227872,0.3013935969868173,0.3218832391713748,0.3374764595103578,0.3531073446327684,0.27645951035781546,0.41,[],11,2,0.1999993324279785,0.19999980926513672,9,...(((((((((....)).))).))))...,2327369083305.6504,3
3123,3123,0.6242798429764347,0.31641518061271146,0.3465249199817101,0.3681069958847736,0.3858710562414266,0.4003429355281207,0.34046639231824416,0.3596936442615455,0.3745313214449017,0.3889117512574303,0.321010516689529,0.028000000000000025,[][],7,4,0.0,0.0,9,((((...))))(((((...)))))......,7521515988907.355,2
3124,3124,0.17713674422130626,0.3447056030389364,0.3677825261158594,0.3900047483380817,0.4066951566951567,0.4252849002849003,0.3456315289648623,0.3677825261158594,0.3900047483380817,0.4066951566951567,0.3124643874643875,0.06399999999999995,[],8,2,0.0,4.76837158203125e-07,8,..((.....((((((.....))))))))..,200683120935.02402,2
3125,3125,0.4938461658063826,0.331990231990232,0.37174603174603177,0.40263736263736266,0.4286691086691087,0.4533333333333333,0.3567032967032967,0.385006105006105,0.4086691086691087,0.4306227106227106,0.3240293040293039,0.08999999999999997,[][],8,4,1.1920928955078125e-07,0.2999999523162842,6,.((........)).....((((....)))),2473914073279.74,2
3126,3126,0.4290983715995413,0.16750910746812386,0.1912112932604736,0.2118169398907104,0.2293943533697632,0.2463114754098361,0.18110200364298729,0.19815573770491804,0.21454918032786885,0.2309426229508197,0.16297814207650274,0.024000000000000018,[[][]],9,6,1.0999999046325684,0.5,11,(((((((((...)))((....)))))))).,5782740344.9279995,3
3127,3127,0.27195122023302365,0.2818654019873532,0.30607497741644085,0.325293586269196,0.3476287262872629,0.36957994579945797,0.2880984643179765,0.3077009936766034,0.32606142728093945,0.34796747967479674,0.2654245709123758,0.016000000000000014,[][],12,4,0.09999990463256836,0.2999997138977051,8,...(((.(((....))).))).((....)),336415747040.376,3
3128,3128,0.475107306302745,0.23183118741058656,0.2598474010491178,0.2831187410586552,0.30510252742012395,0.32548879351454457,0.2492846924177396,0.2686695278969957,0.2868383404864092,0.30639008106819265,0.2264425369575584,0.06799999999999995,[],11,2,0.3999998569488525,0.6000001430511475,8,...((((..((..((......)).)))))),150712769702.976,3
3129,3129,0.8008146698448178,0.2246888436297805,0.2610997963340122,0.2897488119484046,0.3141887304820095,0.3359583616202761,0.26490156143923965,0.2873500792034397,0.3063815342837746,0.3237157727992759,0.2426114505544241,0.018000000000000016,[],12,2,0.3999999463558197,0.5999999642372131,8,((..(((.(((....)))..)))..))...,2904199096340.06,3
3130,3130,0.42323008797799067,0.1513520157325467,0.17581120943952802,0.19916420845624386,0.22278761061946906,0.2435103244837758,0.16472468043264504,0.18360373647984268,0.20349065880039333,0.2247541789577188,0.14547689282202556,0.09599999999999996,[],13,2,1.100000023841858,1.100000023841858,9,(((..((...((.((.....))))))))).,887944889.488,4
3131,3131,0.6540372616015606,0.22425810904071772,0.2514147688060732,0.2688060731538993,0.2858523119392685,0.2976535541752933,0.2432712215320911,0.26131815044858525,0.2740510697032436,0.28799171842650106,0.22736369910282955,0.35600000000000004,[],10,2,0.40000057220458973,4.76837158203125e-07,12,((((((((((((...))))).)))).))).,481155550136.5479,3
3132,3132,0.2689024352021818,0.18504968383017165,0.21054652213188801,0.23387533875338756,0.25679765130984644,0.2862917795844625,0.1897922312556459,0.2118112014453478,0.2339430894308943,0.25679765130984644,0.16474706413730805,0.016000000000000014,[],11,2,0.7999999523162842,1.0,8,..((.....(((..(((...))))))..)),2868323284.008,3
3133,3133,0.26772824265141903,0.268412361405992,0.30030667610285444,0.32543052606746875,0.3475583864118896,0.3677754187308328,0.27452229299363057,0.3011323425336164,0.32543052606746875,0.3475583864118896,0.24399622552488795,0.05800000000000005,[][],10,4,0.10000038146972656,0.5,7,((......))((....(((....)))))..,4590006968.004,3
3134,3134,0.330616737810263,0.35337738619676945,0.3937347038668624,0.4238864415075869,0.4506852667645619,0.4751590797846305,0.3662261380323054,0.3977973568281937,0.4253059226627509,0.4512726382770436,0.33076358296622616,0.09199999999999996,[][],9,4,0.0,0.4000000357627869,4,..((.......)).......((....))..,158195651581.764,2
3135,3135,0.4946721347629047,0.300068306010929,0.3350865209471767,0.3600409836065574,0.3838114754098361,0.4041666666666667,0.3242486338797814,0.34637978142076503,0.3670992714025501,0.3862704918032787,0.2973816029143898,0.024000000000000018,[][],10,4,4.76837158203125e-07,0.2999999523162842,7,((........))((.(((....)))))...,223835271956.288,3
3136,3136,0.5814346243246196,0.2421237693389592,0.2683544303797468,0.2881387716830755,0.3079465541490858,0.3244256915142991,0.2688466947960619,0.2850914205344585,0.2984060009376465,0.3141584622597281,0.25187529301453354,0.05200000000000005,[],12,2,0.3000001907348633,0.19999980926513672,10,.((((((.((((.....)).)).)))))).,1313546232213.072,3
3137,3137,0.651446284341418,0.3378099173553719,0.3663223140495868,0.3829889807162534,0.3974517906336088,0.4084022038567493,0.3618916437098255,0.3779843893480257,0.3891643709825528,0.3996326905417815,0.33884297520661155,0.03200000000000003,[][],7,4,4.76837158203125e-07,0.0,10,..(((((....)))))(((((....))))),12159115119098.816,2
3138,3138,0.5708510582434371,0.22099290780141845,0.2492434988179669,0.2705673758865248,0.2896690307328605,0.3045153664302601,0.2433333333333333,0.2614893617021277,0.2770449172576832,0.29267139479905435,0.2230260047281324,0.06000000000000005,[],11,2,0.4999997615814209,0.3000001907348633,10,(((..(((.((((....))))..)))))).,515225615002.83997,3
3139,3139,0.3856837588370356,0.23594491927825265,0.26184710351377016,0.2813627730294397,0.2995726495726496,0.3158831908831909,0.25009496676163345,0.2681149097815764,0.2840218423551757,0.30097340930674266,0.2313865147198481,0.06399999999999995,[][],10,4,0.3000001907348633,0.3999998569488525,9,(((...(((...))))))(((...)))...,27714675626.352,3
3140,3140,0.5567567553564813,0.22074382074382076,0.2548625548625549,0.28061908061908064,0.3036729036729037,0.3264957264957265,0.25225225225225223,0.27378147378147377,0.29272349272349274,0.3106029106029106,0.22977592977592975,0.038000000000000034,[][],12,4,0.4000000953674317,0.6999998092651367,8,((..((...))..)).((((....))))..,206794115304.764,3
